event_id,origin_id,stage,parent_origin_id,time,lat,lon,depth,mag,magnitude_type,rms,gap,n_picks,erh,erz,method
eslv2026y6x6tmin,ohdd2026gyzygyi3,hypodd,ohyp2026ktltzliy,2024-06-14T01:46:39.090000Z,13.898232,-89.733724,5.587,1.3606,MLc,0.142,195,7,0.0352,0.0309,
eslv20262h4fnrhs,ohdd2026j4lyuqtf,hypodd,ohyp2026eezhfko7,2024-06-14T01:51:25.210000Z,13.88858,-89.751025,6.32,1.9763,MLc,0.142,156,10,0.0333,0.035,
eslv202643u3lu6c,ohdd20265wofddm7,hypodd,ohyp2026eaw32wlf,2024-06-14T02:00:28.780000Z,13.88737,-89.750391,5.72,1.6804,MLc,0.131,159,10,0.0286,0.0253,
eslv2026kz6m4xov,ohdd20262w2xddn5,hypodd,ohyp2026giqhto52,2024-06-17T01:07:53.140000Z,13.822758,-89.715015,5.663,1.8893,MLc,0.123,244,9,0.0181,0.0205,
eslv2026bjdxwbyo,ohdd2026vweemhct,hypodd,ohyp2026gsppjpgo,2024-06-17T01:15:34.840000Z,13.823578,-89.718262,5.675,2.9843,MLc,0.258,237,12,0.0175,0.0209,
eslv2026ij7rmdye,ohdd2026xt5qukxq,hypodd,ohyp2026iwhlygl3,2024-06-17T02:20:23.129999Z,13.823158,-89.718587,5.455,3.0715,MLc,0.177,239,12,0.016,0.0197,
eslv20262sppzpsl,ohdd2026ncktfjuz,hypodd,ohyp2026pcu24v47,2024-06-17T05:22:04.580000Z,13.826957,-89.711141,5.488,1.2543,MLc,0.133,267,6,0.0363,0.0247,
eslv20262u7pccuj,ohdd2026x5ute4gc,hypodd,ohyp2026u6e7fiji,2024-06-17T06:39:49.259999Z,13.797487,-89.534204,10.538,1.1965,MLc,0.032,151,7,0.2064,0.1416,
eslv20262yzevftx,ohdd20266kusky2y,hypodd,ohyp2026twkl55zx,2024-06-17T06:40:27.969999Z,13.79251,-89.536597,10.332,1.1184,MLc,0.032,146,7,0.2064,0.1433,
eslv20263k2qlv5t,ohdd2026ee4i7mk3,hypodd,ohyp2026donpgu5a,2024-06-23T09:09:07.969999Z,13.891743,-89.738615,9.395,1.1341,MLc,0.294,275,6,0.0414,0.0386,
eslv2026wmjseevl,ohdd2026uw2lucvc,hypodd,ohyp2026gmdd4myy,2024-06-23T09:14:56.670000Z,13.882439,-89.758236,8.63,1.2085,MLc,0.165,272,7,0.0497,0.037,
eslv2026v3uh42ry,ohdd2026u7abdlo2,hypodd,ohyp2026wijgksw5,2024-06-25T04:03:40.450000Z,13.88958,-89.748104,6.73,1.6513,MLc,0.189,245,12,0.0238,0.0259,
eslv2026gdpmwejo,ohdd2026iko7wcpw,hypodd,ohyp2026sptelou2,2024-06-25T04:15:57.030000Z,13.889428,-89.747135,7.128,1.7129,MLc,0.158,245,12,0.0232,0.0262,
eslv2026qsfqfokc,ohdd20265erdpqwm,hypodd,ohyp2026ckijcry2,2024-06-25T04:22:05.000000Z,13.889148,-89.748381,7.041,1.6866,MLc,0.21,231,12,0.0286,0.0264,
eslv2026iytnlnlq,ohdd2026wpwj5k77,hypodd,ohyp2026fswo5bti,2024-06-25T04:27:50.899999Z,13.884518,-89.747656,4.965,1.5563,MLc,0.23,274,10,0.0285,0.0306,
eslv2026fmh5ijtk,ohdd2026og6uii23,hypodd,ohyp2026x5itjgi4,2024-06-25T04:28:23.879999Z,13.88987,-89.746525,7.153,1.5582,MLc,0.175,253,12,0.0226,0.0284,
eslv2026wpc5tj7x,ohdd2026rj7qy2b3,hypodd,ohyp2026woalogtn,2024-06-25T04:37:14.960000Z,13.847642,-89.793848,1.255,1.1762,MLc,0.197,238,11,0.0901,0.1233,
eslv2026ghs3cfx6,ohdd20266plk3bdt,hypodd,ohyp2026ts3hul6e,2024-06-25T05:01:33.159999Z,13.88799,-89.747819,5.696,1.3291,MLc,0.185,249,12,0.0174,0.029,
eslv20263nzbjqfr,ohdd20265uflsxs2,hypodd,ohyp2026s3q3upk4,2024-06-25T05:17:58.210000Z,13.88875,-89.711654,7.688,1.0574,MLc,0.236,189,9,0.0339,0.0354,
eslv2026cfapquer,ohdd2026mrqizfp3,hypodd,ohyp2026spoimmdl,2024-06-25T05:38:40.429999Z,13.889603,-89.755168,7.296,1.441,MLc,0.44,279,7,0.025,0.0344,
eslv20264wz7xo23,ohdd2026lxgjq4ms,hypodd,ohyp2026jtvhybe6,2024-06-25T05:41:28.510000Z,13.890238,-89.747974,7.159,1.4157,MLc,0.168,237,12,0.0232,0.0276,
eslv20267w4ljr2j,ohdd2026wdnt4zaw,hypodd,ohyp20267rrlsbll,2024-06-25T05:42:10.199999Z,13.88872,-89.748787,7.023,1.2865,MLc,0.14,263,10,0.0301,0.0374,
eslv20266gpyzilr,ohdd2026pwn2a5c2,hypodd,ohyp2026gfohkv3z,2024-06-25T05:45:34.000000Z,13.8979,-89.764421,3.808,1.4685,MLc,0.151,240,9,0.0299,0.0385,
eslv2026cchx3yap,ohdd2026dh4cthdj,hypodd,ohyp2026skwtxcgn,2024-06-25T05:45:53.219999Z,13.889376,-89.75,6.824,1.4688,MLc,0.137,242,13,0.0228,0.0283,
eslv20264gwglzf7,ohdd20265e2lzrip,hypodd,ohyp2026ez7jj6hb,2024-06-25T05:50:30.170000Z,13.889767,-89.749837,7.2,0.9698,MLc,0.376,273,9,0.0277,0.0367,
eslv2026cdaxqef3,ohdd2026mx2nclr4,hypodd,ohyp2026zkutjb3s,2024-06-25T05:53:00.470000Z,13.889316,-89.747363,6.56,2.2038,MLc,0.176,246,13,0.0249,0.0245,
eslv2026dl3oyq3s,ohdd2026boym7vvv,hypodd,ohyp2026aklfrrbj,2024-06-25T06:06:08.099999Z,13.890335,-89.744067,7.472,0.9915,MLc,0.201,247,9,0.0308,0.0302,
eslv2026u7dhj4su,ohdd2026ikjueesj,hypodd,ohyp2026rweu7vkb,2024-06-25T06:20:09.710000Z,13.889688,-89.77404,3.261,1.3156,MLc,0.203,296,7,0.0481,0.0749,
eslv2026mlbsiqfe,ohdd2026nckg6wai,hypodd,ohyp20265atf5ssw,2024-06-25T06:20:31.609999Z,13.888721,-89.74991,6.743,2.2193,MLc,0.134,244,12,0.0227,0.0302,
eslv2026yyteukda,ohdd2026e2vq5d4i,hypodd,ohyp2026poshkpis,2024-06-25T06:22:12.300000Z,13.902745,-89.740413,10.286,1.5854,MLc,0.149,257,9,0.0553,0.0452,
eslv2026tgmmrxqr,ohdd2026wavyog4p,hypodd,ohyp2026syx27vg2,2024-06-25T06:22:50.200000Z,13.889737,-89.748934,6.805,1.954,MLc,0.178,243,12,0.0229,0.0254,
eslv2026lq243ovu,ohdd2026oetef7s6,hypodd,ohyp20266hulfw4o,2024-06-25T06:29:29.309999Z,13.894292,-89.748885,7.412,1.2212,MLc,0.287,245,12,0.0287,0.056,
eslv20263qumnej3,ohdd2026txgvx53o,hypodd,ohyp2026775a5mzm,2024-06-25T06:31:36.679999Z,13.886107,-89.773031,4.465,1.2257,MLc,0.204,284,9,0.0414,0.0483,
eslv2026e3xlp6gj,ohdd2026urkrssik,hypodd,ohyp2026fmt2y2pc,2024-06-25T06:38:02.970000Z,13.887378,-89.754281,6.306,1.0297,MLc,0.429,273,9,0.0321,0.039,
eslv2026iixdjr6g,ohdd2026alzivje6,hypodd,ohyp2026m6n3qlzz,2024-06-25T07:05:00.810000Z,13.889748,-89.74821,6.805,1.5327,MLc,0.125,246,12,0.0215,0.022,
eslv20263nag2n33,ohdd2026ddkh2npy,hypodd,ohyp2026uewnh5zy,2024-06-25T07:08:30.000000Z,13.890572,-89.744857,7.325,1.2393,MLc,0.199,246,12,0.0269,0.0272,
eslv20264c7pqxqg,ohdd2026jdogjfxv,hypodd,ohyp2026bgllkt2o,2024-06-25T07:10:23.660000Z,13.888152,-89.751253,5.379,1.2462,MLc,0.133,250,10,0.0227,0.0388,
eslv2026kbcyyjfz,ohdd2026s7euybkx,hypodd,ohyp2026h5skidqk,2024-06-25T07:39:33.649999Z,13.886258,-89.753532,7.43,1.271,MLc,0.335,267,10,0.0271,0.0434,
eslv20264cqs4wey,ohdd2026y4pefr4d,hypodd,ohyp2026mu65q7fw,2024-06-25T08:01:42.420000Z,13.890145,-89.749666,6.951,1.1705,MLc,0.336,284,8,0.0273,0.0451,
eslv2026cnbczu7k,ohdd2026qnlnaetn,hypodd,ohyp20263kjzfwmw,2024-06-25T08:29:30.460000Z,13.889372,-89.752694,7.273,1.2041,MLc,0.317,275,9,0.0356,0.0435,
eslv2026yfjkbhxw,ohdd2026mrcipllh,hypodd,ohyp2026iwp5scnt,2024-06-25T08:32:33.780000Z,13.890695,-89.746794,6.99,1.2777,MLc,0.148,238,11,0.0272,0.0297,
eslv2026a6ugg2zc,ohdd2026kwkc5p76,hypodd,ohyp2026hvwlgwkf,2024-06-25T09:05:29.460000Z,13.901348,-89.717928,3.231,1.0156,MLc,0.178,258,7,0.0406,0.0575,
eslv2026hidechjm,ohdd2026zygyti5l,hypodd,ohyp2026tq6yglif,2024-06-26T17:00:03.580000Z,13.950693,-89.691675,0.497,0.8676,MLc,0.305,192,6,1.8342,2.3262,
eslv2026aapk6jkl,ohdd2026ifpv4zpa,hypodd,ohyp2026tbienc5m,2024-06-27T06:00:04.250000Z,13.863248,-89.662842,3.681,1.3226,MLc,0.044,198,9,0.0739,0.0462,
eslv2026kdjfyk5g,ohdd2026frj7uvnr,hypodd,ohyp2026pse5f6up,2024-06-28T04:54:52.719999Z,13.768499,-89.46429,13.212,1.2725,MLc,0.217,127,12,0.3529,0.2944,
eslv2026rjcaks5k,ohdd2026q7n33syp,hypodd,ohyp2026pof4ycv2,2024-06-28T05:04:23.000000Z,13.774601,-89.457739,11.956,1.3446,MLc,0.378,131,10,0.2824,0.3416,
eslv2026ogz7xbgz,ohdd2026mzoa3kmo,hypodd,ohyp20264bht7lfv,2024-06-28T05:08:31.910000Z,13.77616,-89.453589,12.318,1.7873,MLc,0.186,132,12,0.183,0.169,
eslv202637bwto4a,ohdd2026rce2g57r,hypodd,ohyp2026qa6tsnsq,2024-06-28T05:28:31.699999Z,13.777074,-89.452205,11.947,1.6881,MLc,0.226,133,12,0.1808,0.2152,
eslv202644vxfbgk,ohdd2026gs2uhpca,hypodd,ohyp2026w72ndatk,2024-06-28T05:30:41.719999Z,13.771608,-89.454289,12.846,1.5683,MLc,0.271,126,10,0.2818,0.2913,
eslv2026sstfshkr,ohdd20267k4o7g7j,hypodd,ohyp2026qiw6h4te,2024-06-28T05:32:59.850000Z,13.780588,-89.445882,9.831,1.4022,MLc,0.244,134,7,0.2882,0.4456,
eslv2026wubuytzh,ohdd2026vfxhfzl7,hypodd,ohyp2026ogtdiiwx,2024-06-28T05:46:27.789999Z,13.779836,-89.448193,10.489,1.4289,MLc,0.241,250,8,0.174,0.2996,
eslv2026emnq3rkz,ohdd2026ji72lgq5,hypodd,ohyp20265x4s4yvx,2024-06-28T06:16:21.140000Z,13.77859,-89.450496,10.692,1.5045,MLc,0.33,133,13,0.3405,0.3726,
eslv2026bskqilwl,ohdd20266bmtmraa,hypodd,ohyp2026upohqsk7,2024-06-28T12:21:43.700000Z,13.96951,-89.750252,3.44,1.0743,MLc,0.197,309,6,0.0079,0.0167,
eslv2026c6fhyyem,ohdd2026mm73cftj,hypodd,ohyp2026hxe757ld,2024-06-30T07:20:54.679999Z,13.876017,-89.401237,11.132,1.2592,MLc,0.321,294,7,0.6374,0.9153,
eslv2026gmsosanb,ohdd2026ywrd6mbn,hypodd,ohyp2026572qrcuc,2024-06-30T20:35:07.240000Z,14.091367,-89.68645,15.527,1.4186,MLc,0.347,295,12,1.2473,1.0418,
eslv20265xbzpynf,ohdd20267x3nouvp,hypodd,ohyp2026segsotsz,2024-07-01T00:38:49.549999Z,13.737693,-89.662362,0.024,0.4964,MLc,0.425,230,6,1.938,2.3709,
eslv2026636oq6ox,ohdd2026utmw4pk7,hypodd,ohyp2026zq6nefqi,2024-07-03T17:38:52.939999Z,13.785579,-89.458138,13.001,1.9779,MLc,0.285,114,8,0.3549,0.27,
eslv2026434rcmqi,ohdd2026is6cfgov,hypodd,ohyp2026vn4wcbax,2024-07-05T11:15:50.420000Z,13.877846,-89.807528,4.301,1.656,MLc,0.36,261,14,0.0351,0.0365,
eslv2026fodr6lgs,ohdd20267o7sfje7,hypodd,ohyp2026orsbs7zx,2024-07-05T20:37:44.439999Z,13.91941,-89.697664,5.137,1.668,MLc,0.128,103,11,0.0678,0.0621,
eslv2026ty7zx6j5,ohdd20263h2icggb,hypodd,ohyp202633dxhbgl,2024-07-06T03:11:43.170000Z,13.832103,-89.778743,4.725,1.5279,MLc,0.23,183,13,0.0296,0.0321,
eslv2026ypiu7kmr,ohdd2026v6x5qxtg,hypodd,ohyp2026nqhjw7fa,2024-07-06T18:42:02.279999Z,13.894018,-89.706974,4.435,0.963,MLc,0.212,173,8,0.0357,0.0404,
eslv2026z7pcwpqg,ohdd2026qrgpn74f,hypodd,ohyp2026jkpjfuzc,2024-07-07T10:02:32.719999Z,13.776379,-89.467529,17.336,1.4962,MLc,0.338,135,15,0.29,0.3692,
eslv2026uiahwtob,ohdd202653llksdm,hypodd,ohyp202655q4rkm7,2024-07-07T15:21:25.640000Z,13.877976,-89.687728,0.095,0.1634,MLc,0.406,149,6,1.5439,1.4142,
eslv2026xiimsqdp,ohdd20267w7w7iyr,hypodd,ohyp20264zktu4jw,2024-07-09T15:13:30.750000Z,13.906691,-89.731901,2.952,0.3601,MLc,0.129,211,7,0.0212,0.0239,
eslv2026cde4unst,ohdd2026isvk75wn,hypodd,ohyp2026jh7yiyde,2024-07-10T02:31:54.649999Z,14.055138,-89.690291,9.488,0.9576,MLc,0.188,323,6,0.2829,0.2325,
eslv2026weqeqicn,ohdd2026yvaatdi2,hypodd,ohyp2026qlk6mw2h,2024-07-11T03:45:11.160000Z,13.89171,-89.391715,8.299,1.1561,MLc,0.238,305,9,0.4407,0.7176,
eslv2026sjzaqxiz,ohdd2026dypykv7l,hypodd,ohyp2026jnoa7y6n,2024-07-14T08:38:47.909999Z,13.859499,-89.739998,8.117,0.7092,MLc,0.28,198,6,0.0343,0.0338,
eslv2026netzismj,ohdd2026sdothlxw,hypodd,ohyp2026v3c5la5e,2024-07-14T09:34:58.049999Z,13.824858,-89.779272,3.99,0.8324,MLc,0.203,221,7,0.0203,0.0222,
eslv2026ur6lz4sj,ohdd2026tmycwhge,hypodd,ohyp2026nriegvtd,2024-07-16T11:23:38.750000Z,13.923844,-89.738558,9.889,1.2014,MLc,0.049,148,7,0.0916,0.0748,
eslv2026gww5qpyy,ohdd2026uz4letfl,hypodd,ohyp20263hwvdgcd,2024-07-16T17:02:24.579999Z,13.912968,-89.727401,4.483,1.5642,MLc,0.263,141,9,0.0316,0.0353,
eslv20262jh5ui7l,ohdd2026vcw7so3q,hypodd,ohyp2026yqv52bhf,2024-07-16T17:11:21.539999Z,13.894643,-89.737256,6.712,1.7452,MLc,0.268,136,11,0.0189,0.0214,
eslv2026evyommcg,ohdd2026fnvuklvh,hypodd,ohyp2026iya6idfs,2024-07-18T11:23:49.329999Z,13.863792,-89.712451,6.807,1.6726,MLc,0.249,132,14,0.0369,0.0219,
eslv2026dw5scf4y,ohdd2026bby44xmo,hypodd,ohyp20266bsu6lhp,2024-07-18T11:50:54.530000Z,13.904836,-89.679346,3.644,1.0761,MLc,0.21,237,7,0.0292,0.0271,
eslv2026yvqkom6l,ohdd2026cl3ohcmz,hypodd,ohyp20266jwidd7m,2024-07-21T09:36:47.100000Z,13.746864,-89.651742,0.495,0.768,MLc,0.371,255,6,1.8602,2.2137,
eslv2026bvew2z5s,ohdd20264i52cygo,hypodd,ohyp20263g2vgmnn,2024-07-21T20:51:56.359999Z,13.860037,-89.674935,0.502,0.2127,MLc,0.111,161,6,0.0322,0.0635,
eslv2026zhglej34,ohdd20263wrcuzvo,hypodd,ohyp2026q5crs6nr,2024-07-21T23:17:11.519999Z,13.942109,-89.642212,0.489,0.4164,MLc,0.042,258,6,1.5352,0.9911,
eslv2026woszho2h,ohdd2026zreuivon,hypodd,ohyp2026ulphr6u2,2024-07-22T23:55:58.780000Z,13.914391,-89.723494,6.465,1.291,MLc,0.202,180,8,0.0264,0.0306,
eslv20264juvygh2,ohdd2026icg5nogh,hypodd,ohyp2026y7kbd7t2,2024-07-23T07:47:51.009999Z,13.88927,-89.742627,7.399,1.1602,MLc,0.226,148,15,0.0229,0.023,
eslv2026y57isehp,ohdd2026ovfplroj,hypodd,ohyp2026c7mihw2f,2024-07-23T07:51:23.469999Z,13.886345,-89.75262,6.787,0.5178,MLc,0.186,163,6,0.0275,0.0309,
eslv2026gitto3yi,ohdd2026nrc2ftsa,hypodd,ohyp20263m3vpmce,2024-07-23T13:35:26.530000Z,13.892929,-89.748991,5.622,1.0795,MLc,0.245,209,7,0.0213,0.0282,
eslv2026o7enoab7,ohdd2026zfvo2hj7,hypodd,ohyp2026plj4ce5q,2024-07-25T15:52:43.329999Z,13.853482,-89.742782,6.738,2.1731,MLc,0.303,244,12,0.0283,0.0307,
eslv2026dixumf23,ohdd2026az63s23j,hypodd,ohyp2026x25ud7vr,2024-07-26T06:23:55.880000Z,13.852809,-89.746411,6.331,1.2456,MLc,0.214,236,10,0.0288,0.0354,
eslv2026jcj2enhl,ohdd2026mernupk5,hypodd,ohyp2026up7ojvvf,2024-07-26T07:36:37.170000Z,13.876369,-89.690503,7.004,1.4372,MLc,0.27,166,15,0.035,0.025,
eslv2026mq53jkmz,ohdd2026ttqjpwpx,hypodd,ohyp2026jaznfjqq,2024-07-26T09:51:48.539999Z,13.854415,-89.745247,6.88,1.513,MLc,0.156,233,14,0.0298,0.0347,
eslv2026xqyeb2u7,ohdd2026cvku2etn,hypodd,ohyp2026nop33moi,2024-07-26T12:09:27.239999Z,13.853745,-89.728239,11.156,1.3804,MLc,0.143,192,9,0.0322,0.034,
eslv2026iubuh2uj,ohdd2026v6impnqj,hypodd,ohyp2026poxgpm2i,2024-07-27T13:33:23.250000Z,13.87812,-89.677995,4.967,1.5514,MLc,0.347,195,9,0.0392,0.03,
eslv2026jd4md3nk,ohdd2026drizt7pk,hypodd,ohyp2026wjetwicj,2024-07-27T18:49:39.119999Z,13.909692,-89.714307,1.17,1.3686,MLc,0.136,359,6,0.0716,0.1062,
eslv2026kcmg3z7v,ohdd2026ehchfv6t,hypodd,ohyp2026eswjuldm,2024-07-28T08:08:00.670000Z,13.795766,-89.676628,7.013,1.1601,MLc,0.16,177,8,0.6951,0.7278,
eslv20267cksscay,ohdd2026cfkurfew,hypodd,ohyp2026qucz3twd,2024-07-29T07:48:14.199999Z,13.879457,-89.763363,4.632,0.9713,MLc,0.234,243,9,0.0338,0.0389,
eslv2026urla6cuy,ohdd20264p67dwvd,hypodd,ohyp2026ewhfzwzd,2024-07-30T10:25:35.829999Z,13.982384,-89.500708,0.479,1.2934,MLc,0.164,322,6,0.0044,0.0142,
eslv2026nb6ijexb,ohdd2026e6va5ll3,hypodd,ohyp2026mde6gpya,2024-08-01T04:04:06.290000Z,13.916065,-89.765243,8.452,1.3938,MLc,0.125,232,12,0.0459,0.042,
eslv2026beb4ajsd,ohdd2026hclzug2b,hypodd,ohyp2026t7nhzl47,2024-08-07T12:31:01.830000Z,13.910472,-89.773234,16.698,2.4668,MLc,0.068,276,14,0.054,0.0496,
eslv2026dypir34n,ohdd2026z65wufge,hypodd,ohyp2026tzdwa7tu,2024-08-07T18:53:05.280000Z,13.865828,-89.695923,7.973,1.8165,MLc,0.298,198,11,0.0322,0.0274,
eslv2026grczghbq,ohdd20266xlsnw7g,hypodd,ohyp2026cprppeky,2024-08-07T22:11:28.239999Z,13.875118,-89.719922,5.415,2.0897,MLc,0.158,217,10,0.0669,0.0723,
eslv20265dvuiwf7,ohdd2026bq2s2bnh,hypodd,ohyp20264b45cfad,2024-08-08T09:36:52.770000Z,13.873974,-89.716512,5.412,1.3024,MLc,0.168,215,9,0.0618,0.0623,
eslv2026h5nxaj4o,ohdd2026vgmnig2m,hypodd,ohyp2026vvbnksai,2024-08-09T03:42:09.960000Z,13.860213,-89.732918,4.431,-0.2016,MLc,0.143,188,6,0.0719,0.0846,
eslv2026jdxz4g6n,ohdd2026axcw27lp,hypodd,ohyp2026zpwne34t,2024-08-09T06:50:02.370000Z,13.853771,-89.70096,6.736,0.0771,MLc,0.237,227,6,0.0157,0.0241,
eslv20264sjo2v6i,ohdd2026mblktt7p,hypodd,ohyp2026g5px2cie,2024-08-09T09:49:28.359999Z,13.733887,-89.478182,15.588,1.1796,MLc,0.29,214,11,0.1883,0.3032,
eslv20264i6hsdd4,ohdd20264p3fww2q,hypodd,ohyp2026pr6cgnw2,2024-08-09T15:05:02.980000Z,13.876508,-89.80367,3.086,2.9725,MLc,0.317,259,15,0.0542,0.1155,
eslv20267das7lmt,ohdd2026m3qzwcnk,hypodd,ohyp2026gqqiwjy6,2024-08-09T15:11:02.419999Z,13.882802,-89.793644,11.389,2.297,MLc,0.129,258,13,0.0358,0.0309,
eslv2026ev37huqs,ohdd2026eurk3fok,hypodd,ohyp2026acuwbxr3,2024-08-09T15:12:11.919999Z,13.875808,-89.800911,4.069,2.1716,MLc,0.299,269,12,0.0368,0.0334,
eslv2026pskixsix,ohdd2026gskccljh,hypodd,ohyp2026lp5323jh,2024-08-10T09:37:39.479999Z,13.869809,-89.711711,6.612,1.2127,MLc,0.191,129,13,0.0307,0.0263,
eslv20267ro2cvrm,ohdd2026k7ib52jp,hypodd,ohyp2026dswbdy6u,2024-08-11T07:16:25.899999Z,13.871774,-89.712524,6.624,0.5068,MLc,0.227,151,10,0.0308,0.0319,
eslv2026n7mfiqfg,ohdd20267mpat2qw,hypodd,ohyp2026ngi2f7jb,2024-08-11T12:39:15.310000Z,13.871077,-89.711759,6.408,1.413,MLc,0.215,127,10,0.0311,0.0255,
eslv2026mrlkxi2t,ohdd2026e3u6naf3,hypodd,ohyp2026hy5wippg,2024-08-11T12:41:51.439999Z,13.870751,-89.711165,6.5,1.8028,MLc,0.176,129,16,0.0303,0.0231,
eslv2026juapxxib,ohdd2026barkldas,hypodd,ohyp2026pqfuvfqi,2024-08-11T13:52:01.120000Z,13.891139,-89.694539,5.248,0.5559,MLc,0.159,209,6,0.0409,0.0532,
eslv2026w2x6z3l2,ohdd2026fo7ckibf,hypodd,ohyp2026fbcugmsu,2024-08-11T15:05:51.439999Z,13.8588,-89.718685,5.342,0.464,MLc,0.236,179,6,0.0311,0.0309,
eslv2026jgn7ky43,ohdd2026hizow75c,hypodd,ohyp2026ma2kimpw,2024-08-12T04:43:33.469999Z,13.829893,-89.773747,5.034,1.7313,MLc,0.208,170,15,0.0163,0.0372,
eslv2026htjeirfb,ohdd20267pes3rlq,hypodd,ohyp2026ovnki2ik,2024-08-12T04:48:23.789999Z,13.829853,-89.774072,5.136,1.2396,MLc,0.202,161,13,0.0199,0.0417,
eslv2026krbd6kvq,ohdd2026c36k3s2u,hypodd,ohyp2026t7ylyqmm,2024-08-12T05:23:50.100000Z,13.831769,-89.774365,5.261,1.398,MLc,0.188,174,13,0.0194,0.03,
eslv2026bzc5gor2,ohdd20267mpuyvtp,hypodd,ohyp2026qpflz2qh,2024-08-12T05:24:49.149999Z,13.855089,-89.764388,4.527,0.841,MLc,0.219,165,6,0.0345,0.0214,
eslv2026xkn6ahhw,ohdd2026nsidalci,hypodd,ohyp2026neinbkrx,2024-08-12T05:41:07.360000Z,13.829831,-89.773893,5.017,1.7132,MLc,0.16,166,14,0.0197,0.0382,
eslv2026w3qvlgbl,ohdd2026ieg53v64,hypodd,ohyp20265h75uuo5,2024-08-12T07:13:15.679999Z,13.829862,-89.773966,5.011,1.5328,MLc,0.153,168,18,0.0215,0.0314,
eslv2026uzyqeeg5,ohdd20262ftxblcn,hypodd,ohyp2026sv2mmvc7,2024-08-12T07:19:51.979999Z,13.827625,-89.776164,4.744,1.1888,MLc,0.26,179,13,0.0204,0.0279,
eslv20266klyfs6f,ohdd2026zkmjp26p,hypodd,ohyp2026wkdtnbem,2024-08-12T07:35:52.810000Z,13.962232,-89.779712,10.283,0.5345,MLc,0.084,272,7,0.0632,0.0578,
eslv2026kzmlxqc4,ohdd20265xbkfdcg,hypodd,ohyp2026pydabeba,2024-08-12T09:04:22.640000Z,13.879162,-89.755713,6.819,0.6074,MLc,0.137,176,9,0.0295,0.0258,
eslv2026y43ibyn5,ohdd2026kxbrh7f4,hypodd,ohyp2026e75fn7eq,2024-08-12T09:39:37.869999Z,13.880157,-89.807658,4.459,1.6028,MLc,0.261,152,15,0.0269,0.0296,
eslv2026zsfiscep,ohdd2026wljzlaoh,hypodd,ohyp2026lb7s4mi6,2024-08-12T10:26:06.349999Z,13.83127,-89.774821,5.462,1.2039,MLc,0.19,190,10,0.0217,0.0381,
eslv2026ny454k7f,ohdd2026buggaity,hypodd,ohyp2026gdn2x7ii,2024-08-14T09:05:04.960000Z,13.848551,-89.813875,4.85,1.3711,MLc,0.229,146,16,0.0424,0.0412,
eslv2026wiostbgm,ohdd2026ithbwxx5,hypodd,ohyp2026oyrwjlp6,2024-08-18T03:58:53.189999Z,13.981415,-89.508594,0.5,1.1127,MLc,0.164,294,8,0.0044,0.0139,
eslv2026frjxbr2f,ohdd2026pjgheusi,hypodd,ohyp20267mhxx7dx,2024-08-18T08:00:52.039999Z,13.779909,-89.464168,12.406,1.1217,MLc,0.242,139,12,0.4341,0.2566,
eslv2026p3zcsw3v,ohdd2026xtvebhax,hypodd,ohyp2026w3louyji,2024-08-18T15:03:51.909999Z,13.907676,-89.721582,3.542,0.3108,MLc,0.089,169,6,0.0223,0.0197,
eslv2026sxvaaeod,ohdd2026fuayt2ym,hypodd,ohyp2026ipgvugki,2024-08-19T09:04:20.010000Z,14.117525,-89.716488,16.037,0.9285,MLc,0.243,255,13,0.5842,0.7608,
eslv2026oacv6bmo,ohdd20267qa44cjr,hypodd,ohyp2026ya4mqozm,2024-08-19T19:55:29.219999Z,13.883068,-89.731006,7.557,1.6592,MLc,0.448,134,8,0.0273,0.0229,
eslv2026u2aeuref,ohdd2026txuz7ybg,hypodd,ohyp2026yfs7wigq,2024-08-20T17:43:11.759999Z,13.863273,-89.732511,3.206,1.4783,MLc,0.32,159,7,0.0233,0.028,
eslv2026q6nspos4,ohdd2026nzgnsa4a,hypodd,ohyp2026rjb3v4fv,2024-08-22T14:27:00.800000Z,13.862885,-89.577157,9.547,1.763,MLc,0.009,147,8,1.5652,1.0773,
eslv20263ypvas6w,ohdd2026j4v6osx6,hypodd,ohyp20267wojonff,2024-08-23T10:31:56.750000Z,13.886978,-89.375838,0.422,1.1955,MLc,0.276,292,6,0.4454,1.8674,
eslv20264ajkvait,ohdd2026leq5jldb,hypodd,ohyp2026bhjgbw55,2024-08-23T15:30:29.640000Z,13.748226,-89.476571,15.263,1.4856,MLc,0.302,115,11,0.3748,0.4309,
eslv2026x2vqhtum,ohdd2026jhkdeq7v,hypodd,ohyp2026fz5hzhr6,2024-08-24T03:06:37.820000Z,14.076426,-89.755811,12.524,0.7446,MLc,0.118,233,8,0.3008,0.2978,
eslv2026si2bk2ax,ohdd20265mugfq3k,hypodd,ohyp2026xz32fyiy,2024-08-24T22:20:19.120000Z,13.832003,-89.770793,5.592,1.9373,MLc,0.188,202,17,0.0199,0.0298,
eslv2026qqvkhrwe,ohdd2026pocx5ghp,hypodd,ohyp2026hn4pxwqv,2024-08-26T04:06:56.570000Z,13.832013,-89.771232,5.845,1.3459,MLc,0.244,197,16,0.0205,0.0241,
eslv2026a775vb7e,ohdd2026ykrjv2a2,hypodd,ohyp202624gwbqka,2024-08-26T07:03:25.239999Z,13.887138,-89.73964,8.502,1.3053,MLc,0.203,118,17,0.0245,0.0318,
